expect_output,HBpoint,dev,fraction,zdiff,filename,depth,temp,top_gradvar,top_bad,fracBothBelow,place
0,0,0.0,0.997229916897507,-0.0175,188.nc,754.5,5.721000194550.5,1,0.054878048780487805,0.7647476370064835
0,0,0.0,0.9944598337950139,-0.011299987793,188.nc,760.700012207,5.721000194550.5,0.5,0.06097560975609756,0.7710318579272767
0,0,0.0,0.9916897506925207,-0.010700012207,188.nc,761.299987793,5.721000194550.5,0.5,0.06707317073170732,0.7716399823959411
1,1,1.04,0.9889196675900277,-0.00209997558594,188.nc,769.900024414,3.561000108721,0.5,0.06707317073170732,0.7803568249196663
0,0,-0.01,0.9861495844875346,-0.0015,188.nc,770.5,5.842000007631,0.5,0.07317073170731707,0.7809649493883307
0,0,-0.02,0.9833795013850416,-0.000900024414063,188.nc,771.099975586,5.82200002671,0.5,0.07926829268292683,0.7815730738569951
0,0,0.0,0.9806094182825484,-0.000200012207031,188.nc,771.799987793,5.782000064851,0.5,0.08536585365853659,0.7822825936465284
0,0,-0.01,0.9778393351800554,0.000400024414063,188.nc,772.400024414,5.782000064851,0.5,0.09146341463414634,0.78289077997933
0,0,-0.005,0.9750692520775623,0.001,188.nc,773.0,5.770999908451,0.5,0.09146341463414634,0.7834989044479943
0,0,0.0,0.9722991689750693,0.00159997558594,188.nc,773.599975586,5.76100015640.5,0.5,0.0975609756097561,0.7841070289166587
0,0,-0.005,0.9695290858725761,0.00220001220703,188.nc,774.200012207,5.76100015640.5,0.5,0.10365853658536585,0.7847152152494603
0,0,0.005,0.9667590027700831,0.00279998779297,188.nc,774.799987793,5.750999927520.5,0,0.10365853658536585,0.7853233397181247
0,0,-0.005,0.96398891966759,0.00340002441406,188.nc,775.400024414,5.76100015640.5,0,0.10975609756097561,0.7859315260509263
0,0,0.005,0.961218836565097,0.00409997558594,188.nc,776.099975586,5.750999927520.5,0,0.11585365853658537,0.7866409839763223
0,0,-0.005,0.9584487534626038,0.00470001220703,188.nc,776.700012207,5.76100015640.5,0,0.11585365853658537,0.787249170309124
0,0,0.0,0.9556786703601108,0.00529998779297,188.nc,777.299987793,5.750999927520.5,0,0.11585365853658537,0.7878572947777883
0,0,0.0,0.9529085872576177,0.00590002441406,188.nc,777.900024414,5.750999927520.5,0,0.10975609756097561,0.7884654811105899
0,0,0.0,0.9501385041551247,0.0065,188.nc,778.5,5.750999927520.5,0,0.10365853658536585,0.7890736055792543
0,0,-0.005,0.9473684210526315,0.00709997558594,188.nc,779.099975586,5.750999927520.5,0,0.0975609756097561,0.7896817300479188
0,0,0.005,0.9445983379501385,0.00770001220703,188.nc,779.700012207,5.741000175480.5,0,0.10365853658536585,0.7902899163807203
0,0,-0.005,0.9418282548476454,0.00840002441406,188.nc,780.400024414,5.750999927520.5,0,0.10365853658536585,0.7909994361702536
0,0,0.005,0.9390581717451524,0.009,188.nc,781.0,5.741000175480.5,0,0.10975609756097561,0.7916075606389179
0,0,-0.005,0.9362880886426593,0.00959997558594,188.nc,781.599975586,5.750999927520.5,0,0.10975609756097561,0.7922156851075823
0,0,0.005,0.9335180055401662,0.010200012207,188.nc,782.200012207,5.741000175480.5,0,0.11585365853658537,0.7928238714403839
0,0,0.0,0.9307479224376731,0.010799987793,188.nc,782.799987793,5.750999927520.5,0,0.10975609756097561,0.7934319959090483
0,0,0.0,0.9279778393351801,0.0114000244141,188.nc,783.400024414,5.750999927520.5,0,0.10365853658536585,0.7940401822418499
0,0,-0.005,0.925207756232687,0.012,188.nc,784.0,5.750999927520.5,0,0.10365853658536585,0.7946483067105143
0,0,0.005,0.9224376731301939,0.012700012207,188.nc,784.700012207,5.741000175480.5,0,0.10975609756097561,0.7953578265000476
0,0,-0.005,0.9196675900277008,0.013299987793,188.nc,785.299987793,5.750999927520.5,0,0.11585365853658537,0.7959659509687119
0,0,-0.005,0.9168975069252078,0.0139000244141,188.nc,785.900024414,5.741000175480.5,0,0.12195121951219512,0.7965741373015136
0,0,0.01,0.9141274238227147,0.0145,188.nc,786.5,5.730999946590.5,0,0.12195121951219512,0.7971822617701779
0,0,-0.005,0.9113573407202216,0.0150999755859,188.nc,787.099975586,5.750999927520.5,0,0.11585365853658537,0.7977903862388424
0,0,0.005,0.9085872576177285,0.015700012207,188.nc,787.700012207,5.741000175480.5,0,0.11585365853658537,0.7983985725716439
0,0,-0.005,0.9058171745152355,0.016299987793,188.nc,788.299987793,5.750999927520.5,0,0.11585365853658537,0.7990066970403084
0,0,0.0,0.9030470914127424,0.017,188.nc,789.0,5.741000175480.5,0,0.10975609756097561,0.7997162168298416
0,0,0.0,0.9002770083102493,0.0175999755859,188.nc,789.599975586,5.741000175480.5,0,0.10365853658536585,0.8003243412985059
0,0,0.0,0.8975069252077562,0.018200012207,188.nc,790.200012207,5.741000175480.5,0,0.0975609756097561,0.8009325276313075
0,0,0.005,0.8947368421052632,0.018799987793,188.nc,790.799987793,5.741000175480,0,0.08536585365853659,0.8015406520999719
0,0,-0.005,0.8919667590027701,0.0194000244141,188.nc,791.400024414,5.750999927520,0,0.08536585365853659,0.8021488384327735
0,0,0.0,0.889196675900277,0.02,188.nc,792.0,5.741000175480,0,0.07926829268292683,0.8027569629014379
0,0,0.0,0.8864265927977839,0.0205999755859,188.nc,792.599975586,5.741000175480,0,0.06707317073170732,0.8033650873701024
0,0,0.005,0.8836565096952909,0.021200012207,188.nc,793.200012207,5.741000175480,0,0.054878048780487805,0.803973273702904
0,0,0.0,0.8808864265927978,0.0219000244141,188.nc,793.900024414,5.750999927520,0,0.042682926829268296,0.8046827934924372
0,0,-0.005,0.8781163434903048,0.0225,188.nc,794.5,5.750999927520,0,0.036585365853658534,0.8052909179611015
0,0,0.0,0.8753462603878116,0.0230999755859,188.nc,795.099975586,5.741000175480,0,0.03048780487804878,0.805899042429766
0,0,0.005,0.8725761772853186,0.023700012207,188.nc,795.700012207,5.741000175480,0,0.024390243902439025,0.8065072287625675
0,0,-0.005,0.8698060941828255,0.024299987793,188.nc,796.299987793,5.750999927520,0,0.024390243902439025,0.807115353231232
0,0,0.0,0.8670360110803325,0.0249000244141,188.nc,796.900024414,5.741000175480,0,0.018292682926829267,0.8077235395640335
0,0,0.005,0.8642659279778393,0.0255,188.nc,797.5,5.741000175480,0,0.012195121951219513,0.808331664032698
0,0,-0.005,0.8614958448753463,0.026200012207,188.nc,798.200012207,5.750999927520,0,0.012195121951219513,0.8090411838222312
0,0,0.0,0.8587257617728532,0.026799987793,188.nc,798.799987793,5.741000175480,0,0.012195121951219513,0.8096493082908955
0,0,0.005,0.8559556786703602,0.0274000244141,188.nc,799.400024414,5.741000175480,0,0.0,0.8102574946236971
0,0,0.0,0.853185595567867,0.028,188.nc,800.0,5.750999927520,0,-0.006097560975609756,0.8108656190923615
0,0,-0.005,0.850415512465374,0.0285999755859,188.nc,800.599975586,5.750999927520,0,-0.012195121951219513,0.811473743561026
0,0,0.005,0.8476454293628809,0.029200012207,188.nc,801.200012207,5.741000175480,0,-0.018292682926829267,0.8120819298938275
0,0,-0.005,0.8448753462603878,0.029799987793,188.nc,801.799987793,5.750999927520,0,-0.024390243902439025,0.812690054362492
0,0,0.005,0.8421052631578947,0.0304000244141,188.nc,802.400024414,5.741000175480,0,-0.024390243902439025,0.8132982406952936
0,0,-0.005,0.8393351800554016,0.0310999755859,188.nc,803.099975586,5.750999927520,0,-0.03048780487804878,0.8140076986206896
0,0,0.005,0.8365650969529086,0.031700012207,188.nc,803.700012207,5.741000175480,0,-0.036585365853658534,0.8146158849534911
0,0,-0.005,0.8337950138504155,0.032299987793,188.nc,804.299987793,5.750999927520,0,-0.036585365853658534,0.8152240094221556
0,0,0.0,0.8310249307479224,0.0329000244141,188.nc,804.900024414,5.741000175480,0,-0.036585365853658534,0.8158321957549571
0,0,0.01,0.8282548476454293,0.0335,188.nc,805.5,5.741000175480,0,-0.04878048780487805,0.8164403202236216
0,0,0.0,0.8254847645429363,0.0340999755859,188.nc,806.099975586,5.76100015640,0,-0.06097560975609756,0.8170484446922859
0,0,0.0,0.8227146814404432,0.034700012207,188.nc,806.700012207,5.76100015640,0,-0.06707317073170732,0.8176566310250876
0,0,0.0,0.8199445983379502,0.035299987793,188.nc,807.299987793,5.76100015640,0,-0.07317073170731707,0.8182647554937519
0,0,0.0,0.817174515235457,0.036,188.nc,808.0,5.76100015640,0,-0.08536585365853659,0.8189742752832851
0,0,-0.01,0.814404432132964,0.0365999755859,188.nc,808.599975586,5.76100015640,0,-0.08536585365853659,0.8195823997519496
0,0,0.0,0.8116343490304709,0.037200012207,188.nc,809.200012207,5.741000175480,0,-0.09146341463414634,0.8201905860847511
0,0,0.005,0.8088642659279779,0.037799987793,188.nc,809.799987793,5.741000175480,0,-0.10365853658536585,0.8207987105534156
0,0,-0.005,0.8060941828254847,0.0384000244141,188.nc,810.400024414,5.750999927520,0,-0.10365853658536585,0.8214068968862172
0,0,0.0,0.8033240997229917,0.039,188.nc,811.0,5.741000175480,0,-0.10975609756097561,0.8220150213548815
0,0,0.005,0.8005540166204986,0.0395999755859,188.nc,811.599975586,5.741000175480,0,-0.11585365853658537,0.8226231458235459
0,0,-0.005,0.7977839335180056,0.040200012207,188.nc,812.200012207,5.750999927520,0,-0.12195121951219512,0.8232313321563475
0,0,0.005,0.7950138504155124,0.0409000244141,188.nc,812.900024414,5.741000175480,0,-0.12804878048780488,0.8239408519458807
0,0,0.005,0.7922437673130194,0.0415,188.nc,813.5,5.750999927520,0,-0.13414634146341464,0.8245489764145452
0,0,-0.005,0.7894736842105263,0.0420999755859,188.nc,814.099975586,5.76100015640,0,-0.13414634146341464,0.8251571008832096
0,0,0.0,0.7867036011080333,0.042700012207,188.nc,814.700012207,5.750999927520,0,-0.13414634146341464,0.8257652872160112
0,0,0.005,0.7839335180055401,0.043299987793,188.nc,815.299987793,5.750999927520,0,-0.13414634146341464,0.8263734116846755
0,0,-0.005,0.7811634349030471,0.0439000244141,188.nc,815.900024414,5.76100015640,0,-0.12804878048780488,0.8269815980174771
0,0,0.005,0.778393351800554,0.0445,188.nc,816.5,5.750999927520,0,-0.12195121951219512,0.8275897224861415
0,0,0.0,0.775623268698061,0.0450999755859,188.nc,817.099975586,5.76100015640,0,-0.12195121951219512,0.8281978469548059
0,0,0.0,0.7728531855955678,0.045700012207,188.nc,817.700012207,5.76100015640,0,-0.13414634146341464,0.8288060332876075
0,0,-0.01,0.7700831024930748,0.0464000244141,188.nc,818.400024414,5.76100015640,0,-0.13414634146341464,0.8295155530771408
0,0,0.0,0.7673130193905817,0.047,188.nc,819.0,5.741000175480,0,-0.13414634146341464,0.8301236775458052
0,0,0.01,0.7645429362880887,0.0475999755859,188.nc,819.599975586,5.741000175480,0,-0.1402439024390244,0.8307318020144695
0,0,0.0,0.7617728531855956,0.048200012207,188.nc,820.200012207,5.76100015640,0,-0.1524390243902439,0.8313399883472711
0,0,-0.01,0.7590027700831025,0.048799987793,188.nc,820.799987793,5.76100015640,0,-0.1524390243902439,0.8319481128159355
0,0,0.005,0.7562326869806094,0.0494000244141,188.nc,821.400024414,5.741000175480,0,-0.15853658536585366,0.8325562991487371
0,0,0.005,0.7534626038781164,0.05,188.nc,822.0,5.750999927520,0,-0.15853658536585366,0.8331644236174015
0,0,-0.005,0.7506925207756233,0.0505999755859,188.nc,822.599975586,5.76100015640,0,-0.1524390243902439,0.8337725480860659
0,0,-0.005,0.7479224376731302,0.051299987793,188.nc,823.299987793,5.750999927520,0,-0.1524390243902439,0.8344820678755991
0,0,0.01,0.7451523545706371,0.0519000244141,188.nc,823.900024414,5.741000175480,0,-0.1524390243902439,0.8350902542084008
0,0,-0.005,0.7423822714681441,0.0525,188.nc,824.5,5.76100015640,0,-0.1524390243902439,0.8356983786770651
0,0,-0.005,0.739612188365651,0.0530999755859,188.nc,825.099975586,5.750999927520,0,-0.14634146341463414,0.8363065031457295
0,0,0.0,0.7368421052631579,0.053700012207,188.nc,825.700012207,5.741000175480,0,-0.14634146341463414,0.8369146894785311
0,0,0.005,0.7340720221606648,0.054299987793,188.nc,826.299987793,5.741000175480,0,-0.1524390243902439,0.8375228139471955
0,0,0.0,0.7313019390581718,0.0549000244141,188.nc,826.900024414,5.750999927520,0,-0.15853658536585366,0.8381310002799971
0,0,-0.005,0.7285318559556787,0.0555,188.nc,827.5,5.750999927520,0,-0.1524390243902439,0.8387391247486615
0,0,0.0,0.7257617728531855,0.0560999755859,188.nc,828.099975586,5.741000175480,0,-0.1524390243902439,0.8393472492173258
0,0,0.01,0.7229916897506925,0.056799987793,188.nc,828.799987793,5.741000175480,0,-0.16463414634146342,0.8400567690068591
0,0,-0.01,0.7202216066481995,0.0574000244141,188.nc,829.400024414,5.76100015640,0,-0.17073170731707318,0.8406649553396607
0,0,0.005,0.7174515235457064,0.058,188.nc,830.0,5.741000175480,0,-0.17073170731707318,0.8412730798083251
0,0,0.0,0.7146814404432132,0.0585999755859,188.nc,830.599975586,5.750999927520,0,-0.17682926829268292,0.8418812042769895
0,0,-0.005,0.7119113573407202,0.059200012207,188.nc,831.200012207,5.750999927520,0,-0.17073170731707318,0.8424893906097911
0,0,0.005,0.7091412742382271,0.059799987793,188.nc,831.799987793,5.741000175480,0,-0.17682926829268292,0.8430975150784554
0,0,-0.005,0.7063711911357341,0.0604000244141,188.nc,832.400024414,5.750999927520,0,-0.18292682926829268,0.8437057014112571
0,0,0.005,0.703601108033241,0.061,188.nc,833.0,5.741000175480,0,-0.18902439024390244,0.8443138258799214
0,0,0.005,0.7008310249307479,0.0615999755859,188.nc,833.599975586,5.750999927520,0,-0.1951219512195122,0.8449219503485859
0,0,0.0,0.6980609418282548,0.062200012207,188.nc,834.200012207,5.76100015640,0,-0.1951219512195122,0.8455301366813874
0,0,0.0,0.6952908587257618,0.0629000244141,188.nc,834.900024414,5.76100015640,0,-0.1951219512195122,0.8462396564709207
0,0,0.0,0.6925207756232687,0.0635,188.nc,835.5,5.76100015640,0,-0.1951219512195122,0.8468477809395851
0,0,-0.005,0.6897506925207756,0.0640999755859,188.nc,836.099975586,5.76100015640,0,-0.18902439024390244,0.8474559054082494
0,0,-0.005,0.6869806094182825,0.064700012207,188.nc,836.700012207,5.750999927520,0,-0.18902439024390244,0.8480640917410511
